,Name,BuildingCount,Area(km2),BuildingDensity,geometry
22,El-Rehab Extension,2976.0,3.421903880592833,869.6912899506747,"MULTIPOLYGON (((31.5020146 30.0737733, 31.5023201 30.0742953, 31.5028295 30.0746802, 31.5034684 30.0748718, 31.5081936 30.0740613, 31.5150037 30.0725479, 31.5191253 30.0710499, 31.5202999 30.0705815, 31.5204406 30.0705122, 31.5205747 30.0704031, 31.520682 30.0702174, 31.5207276 30.0700712, 31.5207213 30.0699473, 31.5205649 30.0693716, 31.5201268 30.0681539, 31.519447 30.0664264, 31.5189439 30.0651756, 31.5184021 30.0639476, 31.5172854 30.0614954, 31.513262 30.0540759, 31.5119879 30.0515245, 31.5118602 30.0514068, 31.5117583 30.0513372, 31.5116081 30.0512838, 31.5114498 30.0512629, 31.5112218 30.0512838, 31.5092075 30.0519756, 31.5064329 30.0527299, 31.5055211 30.0529522, 31.5048073 30.0531109, 31.504126 30.0532502, 31.5034381 30.0533547, 31.5028282 30.0534119, 31.5021318 30.0534708, 31.5012601 30.053501, 31.5004196 30.0534955, 31.5001604 30.0535126, 31.4999717 30.053586, 31.4997473 30.0538028, 31.4996642 30.0540883, 31.4997303 30.0543544, 31.5000102 30.0550193, 31.5003361 30.0558026, 31.5011662 30.0577424, 31.5015417 30.0586664, 31.5018099 30.0594557, 31.5020021 30.0601444, 31.5021879 30.0610239, 31.5023738 30.0611323, 31.5025049 30.0612644, 31.5029514 30.0622012, 31.5032252 30.0626853, 31.5043364 30.0635618, 31.5046939 30.0640108, 31.5048602 30.064573, 31.5047328 30.0652453, 31.5044152 30.0658656, 31.5040892 30.0661864, 31.5034032 30.0666212, 31.5025811 30.067138, 31.5023546 30.0674677, 31.501149 30.0684992, 31.5011504 30.0698536, 31.5017338 30.0724194, 31.5020146 30.0737733)))"
23,Left Lotus,3064.0,4.258993810109678,719.4187492658261,"MULTIPOLYGON (((31.49571173875484 30.02936321974129, 31.495528374550556 30.04553686821173, 31.49942995734173 30.05298785160128, 31.506112563897926 30.051929757932548, 31.51159311622601 30.049972254842242, 31.522085623471263 30.043402873860764, 31.522116184171978 30.042088945382687, 31.51384442117864 30.03652439739523, 31.504054810049833 30.031356407360004, 31.497280521391506 30.029080995246147, 31.49571173875484 30.02936321974129)))"
24,South Investors Area,6249.0,6.967560878570065,896.8705274208478,"MULTIPOLYGON (((31.468767387625082 29.999884059561143, 31.46916467673437 30.005335982855303, 31.4736367259389 30.009737883559872, 31.474736911164605 30.011360980021916, 31.47499158367056 30.02485635129913, 31.493898470512473 30.025059208881174, 31.4946013666289 30.024838711489775, 31.494054998116777 30.02353308341122, 31.49569136495438 30.01976713613872, 31.500081918956997 30.014598272454833, 31.502404712421644 30.011863610455702, 31.503066680726757 30.001463207317823, 31.488214180179618 30.00162200290842, 31.482020544834853 29.99943413018157, 31.468767387625082 29.999884059561143)))"
25,Americann University,349.0,0.9911016644931435,352.1334011465727,"MULTIPOLYGON (((31.495304262745336 30.024671133144327, 31.499888367852474 30.02385969714938, 31.51003452048962 30.018355869037304, 31.505715274788667 30.013945529896553, 31.501762757496284 30.013363350477004, 31.49607846716342 30.019749495423937, 31.49450968452675 30.023736217176648, 31.495304262745336 30.024671133144327)))"
26,Right Lotus,1451.0,1.9344683543658852,750.076886357562,"MULTIPOLYGON (((31.502761073719622 30.01260474792422, 31.506061629396754 30.013698545105605, 31.51054386550153 30.018091254219794, 31.514577877995816 30.015815537641974, 31.521729081962953 30.00992312960734, 31.5117662935301 30.003783362067736, 31.508323121249624 30.00238951134737, 31.503555651938196 30.00164846881548, 31.502761073719622 30.01260474792422)))"
27,Lake View Compound,2277.0,2.693634883596748,845.3261479000356,"MULTIPOLYGON (((31.43640360556866 30.021469450353614, 31.4478333076358 30.03028926322179, 31.46549739264866 30.030218707832507, 31.46796262250628 30.029883569047588, 31.470368502191093 30.02835488649624, 31.473979071185415 30.028386250544894, 31.47401364124771 30.02540318383251, 31.455738342220567 30.025244426310966, 31.445490320581033 30.0164418059393, 31.43640360556866 30.0164418059393, 31.43640360556866 30.021469450353614)))"
28,Downtown El-Katameya,1113.0,1.3448440286534857,827.60526595369,"MULTIPOLYGON (((31.41131327028222 30.02011994977581, 31.41290242671937 30.02129304609284, 31.436281362765804 30.02124894497861, 31.436269068201025 30.01636271226886, 31.411221588180084 30.016044875787266, 31.41131327028222 30.02011994977581)))"
29,The Fifth Settlement,8766.0,8.234820560193672,1064.504069751562,"MULTIPOLYGON (((31.40690234247912 29.99797846233119, 31.40690234247912 30.000060501898272, 31.41690587851292 30.01576261337929, 31.44522546117484 30.016009593030205, 31.445418581711518 29.99940561623201, 31.43058179208257 29.990893907344205, 31.421209843863522 29.99068215694744, 31.40690234247912 29.99797846233119)))"
30,El-Diplomaseen,549.0,0.5805050333220139,945.7282340142301,"MULTIPOLYGON (((31.431518986904464 29.991158594705027, 31.44419149080066 29.997493234969756, 31.445699152035896 29.996496305856073, 31.4455667223328 29.99271141300712, 31.44446653710709 29.990814500998344, 31.431518986904464 29.99050569793845, 31.431518986904464 29.991158594705027)))"
31,Arabella,954.0,1.0089309273527265,945.5553141810644,"MULTIPOLYGON (((31.417481438376374 29.991696790162354, 31.42110797486114 29.990479229060053, 31.430351672501867 29.990510229283966, 31.431417117902097 29.98961457515178, 31.432089453317804 29.990214539887923, 31.437855877463374 29.990351894125578, 31.437610753246847 29.984426493566406, 31.43135599650066 29.98462061034393, 31.428870392842562 29.98636764426546, 31.41825564279447 29.986685283494282, 31.41795003578733 29.98719703344781, 31.417481438376374 29.991696790162354)))"
32,German University,353.0,0.5051165940313935,698.8485513466633,"MULTIPOLYGON (((31.438099724458283 29.990293946713653, 31.44443597640638 29.990382176445546, 31.4458235126985 29.988482144763715, 31.445696974967507 29.984014330073904, 31.43792654715424 29.984179435300742, 31.438099724458283 29.990293946713653)))"
33,The First Settlement,5107.0,5.086453566761386,1004.0394418171591,"MULTIPOLYGON (((31.4549303 30.0730121, 31.4582026 30.0716148, 31.4599568 30.0709045, 31.460976 30.0704542, 31.462006 30.0700178, 31.4619991 30.0699986, 31.4617968 30.0694329, 31.4617351 30.0689315, 31.4617217 30.0681051, 31.4616841 30.0671952, 31.4617002 30.0663827, 31.461727 30.0656631, 31.4617422 30.0655242, 31.4618343 30.0646835, 31.4618719 30.0640707, 31.4618504 30.0636714, 31.4618289 30.0631143, 31.4617592 30.0627707, 31.4616626 30.0619489, 31.4616469 30.0612247, 31.4616251 30.0602171, 31.4615929 30.0566328, 31.461609 30.0532061, 31.4606488 30.0531783, 31.4576747 30.0529531, 31.4556813 30.0528022, 31.453262 30.0525932, 31.4520817 30.0525172, 31.4505959 30.0524214, 31.4479458 30.0522078, 31.4442337 30.0519339, 31.4421147 30.0517806, 31.4420352 30.052802, 31.4420289 30.0532758, 31.4420718 30.0537772, 31.4422166 30.0543576, 31.4424849 30.055198, 31.4431339 30.0575799, 31.4440137 30.0605979, 31.4324856 30.0634857, 31.4326358 30.0637828, 31.4327645 30.0640057, 31.4329603 30.0642053, 31.4342049 30.0653358, 31.4360851 30.0670373, 31.4368629 30.0677314, 31.437166 30.0679867, 31.4373511 30.0681794, 31.4374986 30.0683303, 31.4376166 30.0684997, 31.4377105 30.068697, 31.4378259 30.0689593, 31.4379144 30.0693075, 31.4380646 30.0700294, 31.4382926 30.0709347, 31.4384991 30.0717657, 31.43866 30.0724017, 31.4388639 30.073221, 31.4389524 30.0735298, 31.4391616 30.073864, 31.4394164 30.0741077, 31.4397651 30.0743514, 31.4400682 30.0744814, 31.440559 30.0746021, 31.4411464 30.0746485, 31.4438099 30.0748482, 31.4465672 30.0751058, 31.4488015 30.0752892, 31.4492896 30.0753263, 31.4495337 30.0753054, 31.4498609 30.0752126, 31.4501345 30.0750965, 31.451422 30.0745255, 31.4524358 30.0740938, 31.4538214 30.073493, 31.4549303 30.0730121)))"
34,The Acedamic Area,3253.0,3.4779022104278354,935.3339464940939,"MULTIPOLYGON (((31.411736026642075 30.02241320781778, 31.412939270009822 30.025221205619097, 31.41758330737874 30.02756402481772, 31.420170780039218 30.028869326347486, 31.422024795882557 30.030756691407216, 31.422574888495404 30.032573466815542, 31.422799000300643 30.036453846444772, 31.42387881172589 30.037265179342867, 31.43783486505208 30.03744155518081, 31.439057293080648 30.036877151394314, 31.43911841448207 30.030139332959564, 31.442418970159217 30.027281795199986, 31.43598084920874 30.02170759560786, 31.413019576072074 30.021566472563297, 31.411736026642075 30.02241320781778)))"
35,Cairo Festival City,1834.0,2.5858476289667087,709.2451927389305,"MULTIPOLYGON (((31.4092121 30.0373018, 31.4141741 30.0374179, 31.4164744 30.0374523, 31.4164624 30.0362828, 31.4200911 30.0363335, 31.4199784 30.0351028, 31.4202172 30.0345827, 31.4205605 30.0345525, 31.4212793 30.0345548, 31.4217715 30.0345676, 31.4218587 30.0345629, 31.421923 30.0345548, 31.4219557 30.0345348, 31.4219901 30.0345061, 31.4220303 30.0344132, 31.421982 30.0334472, 31.4219177 30.0330037, 31.4218372 30.0325741, 31.4217648 30.0323303, 31.4216414 30.0320145, 31.4214402 30.031629, 31.421046 30.031016, 31.4207375 30.030663, 31.4205068 30.0304168, 31.4202332 30.030166, 31.4197344 30.0297852, 31.4193615 30.0295553, 31.4180727 30.0288772, 31.4168322 30.0282572, 31.4158291 30.0277696, 31.4150459 30.0273864, 31.4137959 30.0267478, 31.412774 30.0262241, 31.4125796 30.026115, 31.4123288 30.0259466, 31.411901 30.0255913, 31.4117534 30.0254496, 31.4116891 30.0253811, 31.4114678 30.0251257, 31.41128 30.0248818, 31.411158 30.0246635, 31.4109997 30.0243942, 31.4108925 30.0241166, 31.4107865 30.0237869, 31.410694 30.0233538, 31.4106685 30.0229985, 31.4106712 30.0221404, 31.4106631 30.0190795, 31.4106739 30.0181598, 31.4106953 30.0177882, 31.4108911 30.0174747, 31.4108925 30.0172703, 31.4108925 30.0170613, 31.410879 30.0169637, 31.4108428 30.0168894, 31.4107986 30.0167977, 31.410706 30.0166804, 31.4106055 30.0165863, 31.4104834 30.0165004, 31.4103775 30.0164481, 31.4102434 30.0164237, 31.4098571 30.0164179, 31.4096573 30.0164191, 31.409483 30.0164946, 31.4093435 30.0165503, 31.4090495 30.0165559, 31.4086193 30.0165503, 31.4059223 30.0166223, 31.403224 30.0166188, 31.4030671 30.0166397, 31.4029733 30.0166851, 31.4029075 30.0167547, 31.402815 30.0169347, 31.4028002 30.0170044, 31.4028069 30.0170822, 31.4028499 30.0173237, 31.4028847 30.017549, 31.4028794 30.0176697, 31.4028364 30.0179252, 31.4027076 30.0182202, 31.4022688 30.0190794, 31.4019822 30.0196468, 31.4019316 30.019858, 31.4019367 30.0200819, 31.4019729 30.0203319, 31.4020626 30.020757, 31.40211 30.0210873, 31.4022102 30.0215526, 31.4023217 30.0215407, 31.4023446 30.0216418, 31.4022228 30.0216572, 31.4025257 30.0228584, 31.4026538 30.0236921, 31.4028017 30.0241438, 31.4028951 30.0245984, 31.4029401 30.0249523, 31.4029788 30.0250212, 31.4030511 30.0250542, 31.4031374 30.0250674, 31.403562 30.0249306, 31.4036022 30.0249724, 31.4036693 30.0250038, 31.4037216 30.0250363, 31.4037766 30.0251025, 31.403802 30.0251431, 31.4038128 30.0251791, 31.4037873 30.0255263, 31.4037377 30.0255576, 31.4036921 30.0255913, 31.4036652 30.0256285, 31.4036532 30.0256772, 31.4038879 30.0272378, 31.4039898 30.0280157, 31.4040408 30.0283524, 31.4044109 30.0309625, 31.404427 30.0310206, 31.4044699 30.0310554, 31.4044914 30.0310682, 31.4046872 30.0313132, 31.4046858 30.031391, 31.4046724 30.0314444, 31.4046449 30.0315117, 31.4045772 30.0316197, 31.4045262 30.0317567, 31.4045463 30.0318972, 31.4046657 30.032321, 31.4046912 30.0325218, 31.4046939 30.0329723, 31.4047341 30.0333276, 31.4047703 30.0334158, 31.4048146 30.0334681, 31.404891 30.0335157, 31.4049433 30.033561, 31.4049822 30.033619, 31.4050305 30.0337154, 31.4050466 30.0339464, 31.4047837 30.034116, 31.4047676 30.034181, 31.4047945 30.0344852, 31.4049366 30.035472, 31.4050734 30.0364984, 31.4051458 30.0367062, 31.4052357 30.036849, 31.4053336 30.0369697, 31.4054811 30.0370696, 31.4056742 30.0371671, 31.4058593 30.0372159, 31.4070341 30.0372646, 31.4092121 30.0373018)))"
36,El-Katameya Heights,1912.0,2.7494459306621346,695.4128388840668,"MULTIPOLYGON (((31.4178997 29.9869238, 31.4177739 29.9868177, 31.4170072 29.9868091, 31.4169904 29.9871538, 31.4143017 29.9871241, 31.41417 29.9871417, 31.4140804 29.9871865, 31.4133246 29.9878213, 31.4132133 29.9879046, 31.4130664 29.9879835, 31.4121502 29.9882554, 31.4119758 29.9882931, 31.405967 29.9883663, 31.4058071 29.9883387, 31.4056552 29.9882641, 31.4055236 29.9881808, 31.4054224 29.9880625, 31.4054072 29.9879046, 31.4054021 29.9877292, 31.4054629 29.9876065, 31.4070474 29.9861244, 31.4076143 29.9856158, 31.4076252 29.985516, 31.4075637 29.9853922, 31.401306250977488 29.980164077889174, 31.40132501459875 29.980129356821717, 31.400958286190185 29.97975875315719, 31.395386051759953 29.979608746518874, 31.39174932837495 29.97896459779089, 31.3913112916647 29.98339413887443, 31.397152067686346 29.987496496317085, 31.397524647554786 29.987889532763237, 31.397539 29.9879286, 31.3977443 29.9880495, 31.3983504 29.9884235, 31.3986348 29.9886767, 31.3988558 29.9889716, 31.3989542 29.9892447, 31.3990302 29.9895384, 31.3990672 29.9912717, 31.3991638 29.9949803, 31.3992248 29.9951081, 31.3992682 29.9968038, 31.3992114 29.99692, 31.3992295 29.9978928, 31.3992984 29.9981078, 31.3998806 29.9985992, 31.4003091 29.9988552, 31.4005292 29.9988708, 31.4007973 29.9988846, 31.4010578 29.998903, 31.4023787 29.9988844, 31.4039573 29.9988999, 31.4046303 29.9989185, 31.4053618 29.9989299, 31.405561 29.9989092, 31.4057077 29.9988627, 31.4060012 29.998748, 31.4061194 29.9986581, 31.4065525 29.9982613, 31.4070751 29.9975048, 31.4071968 29.9973746, 31.4073687 29.9972506, 31.4075375 29.9971275, 31.4167543 29.9924516, 31.4169214 29.992329, 31.4170809 29.9921269, 31.4171568 29.9919778, 31.4172985 29.9916271, 31.4175466 29.990851, 31.4179263 29.989334, 31.4179601 29.9891173, 31.4179313 29.9884476, 31.4179386 29.9877978, 31.4178997 29.9869238)))"
37,Al Choueifat,1427.0,2.2262081338511184,641.0002633183412,"MULTIPOLYGON (((31.4096057 30.0161408, 31.4122007 30.0161296, 31.4145859 30.0161277, 31.4155579 30.0161269, 31.4160895 30.0160362, 31.4163703 30.0157624, 31.4164241 30.0154357, 31.4163458 30.0147168, 31.4152219 30.0130044, 31.4144766 30.0118881, 31.413851 30.0109099, 31.4113176 30.0070942, 31.4088673 30.0033113, 31.4073969 30.0010954, 31.4069604 30.0003958, 31.4065228 29.9997859, 31.4060715 29.9991829, 31.4054277 29.9992972, 31.4038055 29.9993083, 31.4033923 29.9992935, 31.400283 29.9992928, 31.3992959 29.9994369, 31.3983732 29.9997574, 31.3976598 30.0001198, 31.3965118 30.0008956, 31.3971367 30.0018201, 31.3976061 30.0025448, 31.3979843 30.0031743, 31.3982525 30.0036203, 31.3989982 30.0051301, 31.3995185 30.0066398, 31.3998136 30.0077733, 31.4000443 30.0091576, 31.4002508 30.0107463, 31.400637 30.0138144, 31.4009482 30.0161973, 31.4015796 30.0161917, 31.4028665 30.0161802, 31.4042441 30.0161895, 31.4052247 30.0161961, 31.4059664 30.0162017, 31.4073786 30.0161921, 31.408165 30.0161328, 31.4096057 30.0161408)))"
38,Third Settlement,2941.0,3.3949956511675436,866.2750419101674,"MULTIPOLYGON (((31.4143131 29.9866462, 31.4277531 29.9864606, 31.4283491 29.9864258, 31.4289852 29.9861416, 31.4300366 29.9852658, 31.4308657 29.9845876, 31.4313339 29.9843849, 31.4321698 29.9843342, 31.4376369 29.984269, 31.446197 29.9842023, 31.4460522 29.9813261, 31.4460522 29.9782593, 31.4460415 29.9768931, 31.4450705 29.9767119, 31.4440191 29.9764377, 31.443885 29.9764145, 31.4437348 29.9765074, 31.4435416 29.9766608, 31.4386707 29.9753504, 31.4375825 29.9750004, 31.4315714 29.9738776, 31.4306086 29.9738289, 31.4288477 29.9738577, 31.4287171 29.9739702, 31.428641 29.9741246, 31.4286071 29.9747811, 31.4286205 29.975355, 31.4292428 29.9764751, 31.4293018 29.9766376, 31.4293206 29.9768954, 31.4293246 29.97818, 31.427912 29.9781992, 31.4273572 29.9785706, 31.4267886 29.9791305, 31.4255037 29.9808065, 31.4213492 29.9809869, 31.4210066 29.9810379, 31.4202305 29.9810694, 31.4203162 29.9831628, 31.4169918 29.9832943, 31.4169234 29.9832753, 31.4168829 29.9832379, 31.4166632 29.9794485, 31.4112966 29.9795848, 31.4039561 29.9796436, 31.4012479 29.9797354, 31.4080366 29.9854901, 31.4055502 29.9877227, 31.4057647 29.9880572, 31.4122879 29.9879829, 31.4137684 29.9869421, 31.4143131 29.9866462)))"
39,Mirage City Compound,731.0,1.5166870331319995,481.9715498526188,"MULTIPOLYGON (((31.447094 30.0795702, 31.4489678 30.0797374, 31.4490969 30.0796341, 31.4490999 30.0795425, 31.4507917 30.0797212, 31.4507756 30.0798918, 31.4515869 30.0799626, 31.4516513 30.0799556, 31.4517465 30.0799208, 31.4518686 30.0797885, 31.4519678 30.0796388, 31.4520483 30.0791595, 31.4521609 30.0783855, 31.4523634 30.0771356, 31.4523782 30.0769197, 31.4523487 30.0765449, 31.452287 30.0762362, 31.4521408 30.0757766, 31.4517613 30.075122, 31.4516312 30.0750222, 31.451485 30.0749422, 31.4512691 30.0748934, 31.4511202 30.0748853, 31.4505114 30.0750919, 31.4497724 30.0754006, 31.449531 30.0754424, 31.4491408 30.0754702, 31.4477447 30.0753367, 31.44648 30.0752462, 31.4434719 30.0749758, 31.4406475 30.0747263, 31.4406154 30.0749944, 31.4394727 30.0753681, 31.4391965 30.0753402, 31.4389953 30.0752451, 31.4388049 30.0750896, 31.438711 30.0748899, 31.4387673 30.0745278, 31.4388075 30.0743097, 31.4388062 30.0739905, 31.4390033 30.0738768, 31.4388277 30.0735715, 31.4387123 30.0732361, 31.4383757 30.0719607, 31.438192 30.0711981, 31.4379506 30.0702673, 31.4377668 30.0694398, 31.4375818 30.0689524, 31.4374275 30.0685995, 31.4373229 30.0684278, 31.4371674 30.0682397, 31.4370172 30.0681214, 31.436293 30.0674076, 31.4355876 30.0668029, 31.4348701 30.0661552, 31.4340748 30.0654252, 31.4333171 30.0647566, 31.4327243 30.0642343, 31.4325392 30.0641415, 31.432098 30.0640753, 31.4319679 30.064066, 31.431689 30.0641554, 31.4312451 30.0643225, 31.4306523 30.0647323, 31.4302124 30.0651327, 31.4297698 30.0655819, 31.4291422 30.0662516, 31.4287788 30.0666102, 31.4281203 30.0673078, 31.4275557 30.0679136, 31.4272633 30.0682421, 31.4272057 30.0683988, 31.4272405 30.0684916, 31.4276553 30.0689806, 31.4286809 30.069946, 31.4293161 30.0705344, 31.4302728 30.0714512, 31.4308947 30.0709574, 31.4316621 30.0717564, 31.4316246 30.071797, 31.4317131 30.0718806, 31.4317064 30.0719676, 31.4316005 30.0720581, 31.431343 30.0722322, 31.4315991 30.0724644, 31.4315307 30.0725421, 31.4315213 30.0726605, 31.43152 30.0726849, 31.4313658 30.0729147, 31.4316863 30.0732651, 31.431874 30.0734241, 31.4322656 30.0737596, 31.4325593 30.0740578, 31.4328155 30.074363, 31.432904 30.0743062, 31.4332996 30.0746381, 31.4339595 30.0752079, 31.4347185 30.0757325, 31.4355634 30.0763162, 31.4362353 30.0767456, 31.4365974 30.0770381, 31.4368804 30.0773398, 31.4371231 30.0776114, 31.4371553 30.0777008, 31.4372613 30.0778087, 31.4374329 30.0779433, 31.4375576 30.0779979, 31.4383395 30.0783379, 31.4383475 30.0783623, 31.4387083 30.0784528, 31.4398268 30.0787174, 31.4423159 30.0791653, 31.4447889 30.0793696, 31.447094 30.0795702)))"
40,Al Nakhil Resort,2882.0,3.3162356562318895,869.0576601768721,"MULTIPOLYGON (((31.427118246001605 30.067738263197406, 31.431294875099226 30.06329485587732, 31.4434580339835 30.060561708646436, 31.441359532534463 30.05206202025943, 31.431254127498267 30.052220734818473, 31.421902553079693 30.051744590378217, 31.416747981559215 30.05269687696941, 31.41039135581065 30.051938575426536, 31.41043210341159 30.05264397239903, 31.418989099611597 30.06124941086096, 31.422052364876752 30.064329835860843, 31.427118246001605 30.067738263197406)))"
41,Police Area?,2520.0,4.919430090121359,512.2544591212666,"MULTIPOLYGON (((31.41075808421921 30.05107445728774, 31.416727607758734 30.052238369753795, 31.424734511345882 30.050704118634428, 31.430255811274936 30.051726955354997, 31.44001486170303 30.051462429629662, 31.44182812994541 30.05091574089161, 31.441726260943025 30.04596013435516, 31.43907766688113 30.038041230681564, 31.423532457117787 30.0378824934022, 31.422371150490644 30.038164692834144, 31.42147470326969 30.037565018080606, 31.40735565953969 30.03763556823999, 31.404951551083503 30.03700061499733, 31.405888745905408 30.042662137801276, 31.41075808421921 30.05107445728774)))"
42,El-Katameya,1344.0,1.3710756087123444,980.2522862048633,"MULTIPOLYGON (((31.386391018849707 29.974358371450677, 31.39519250065542 29.97926461278668, 31.416218262746856 29.979194021104504, 31.41619535985881 29.97407552012103, 31.386391018849707 29.974358371450677)))"
43,Gharb El-Golf,3152.0,4.225547842058152,745.9387794943873,"MULTIPOLYGON (((31.396374181083043 29.999839948927892, 31.398941279943045 29.9978990616526, 31.398778289539226 29.98918224537374, 31.396903899895417 29.98773525038081, 31.39456091284066 29.98644705416797, 31.390751012151608 29.983429433229116, 31.39142334756733 29.979846992250366, 31.391756749509373 29.97807046081133, 31.385677935833044 29.974534859153614, 31.382662613362566 29.975117266348633, 31.378934207875414 29.978576341745228, 31.37522617618875 29.98109997891304, 31.366872917993515 29.982194123351317, 31.36642469438304 29.98413531768867, 31.37172188250684 29.9885646281393, 31.388835874906846 29.994793563062693, 31.396374181083043 29.999839948927892)))"
44,Emaar Mivida,3583.0,4.370884235207155,819.7425983372415,"MULTIPOLYGON (((31.522844547539005 30.01122425281178, 31.528182483263762 30.01918058068888, 31.546702267896624 30.014417445554745, 31.548250676732813 30.01482320301692, 31.55055291618662 30.014929052516653, 31.551001139797094 30.013923477708143, 31.547007874903763 30.003602515453142, 31.53763592668472 29.992627596730337, 31.5363727510552 29.992980506891303, 31.532114626755668 30.001008874085667, 31.53021986331139 30.00312613742712, 31.522600061933293 30.010042216169513, 31.522844547539005 30.01122425281178)))"
45,Outer Lotus Compounds,4447.0,5.486401867186964,810.5494470969377,"MULTIPOLYGON (((31.527917623857576 30.03461509458371, 31.550043571174722 30.04163479826565, 31.552936650842344 30.027877122359758, 31.5521216988233 30.017469406619313, 31.550532542386147 30.01496433565812, 31.54694675350234 30.014576220411556, 31.527958371458528 30.01933934792004, 31.529231068936777 30.025967547854833, 31.53011799430901 30.026642365749833, 31.52893631388138 30.027806565253517, 31.527917623857576 30.03461509458371)))"
46,Outer Lotus Compounds,1454.0,3.8043156370658875,382.19751953111086,"MULTIPOLYGON (((31.524352208774243 30.043151553318552, 31.532338738560913 30.051352210368925, 31.537717421886626 30.059993028206634, 31.545744699274245 30.053680015092837, 31.54880076934567 30.047895672110673, 31.550226935379012 30.041969897310675, 31.52775463345377 30.03482675121179, 31.526858186232815 30.03757824623933, 31.524352208774243 30.043151553318552)))"
47,Hyde Park,3682.0,6.295026076293349,584.9062347598793,"MULTIPOLYGON (((31.53710620787233 29.991048308390493, 31.547578341317102 30.003170246599684, 31.552386558229493 30.00246449748576, 31.55764299875234 30.000347220027074, 31.560291592814256 29.99618310924447, 31.560943554429493 29.9930069751028, 31.5604138356171 29.985066195148033, 31.560191191861435 29.981728451718404, 31.54871927414377 29.96522911749536, 31.543343898007105 29.96803391591841, 31.541547696376156 29.977336559438907, 31.540156326500124 29.984541954566236, 31.53710620787233 29.991048308390493)))"
48,Univ & Schools Area,2286.0,6.073551871731345,376.3860173220758,"MULTIPOLYGON (((31.50047411461615 29.977477745393355, 31.500759347822818 29.97807778346093, 31.51603969817996 29.978819001951624, 31.521988847919005 29.981077919425417, 31.534620604214243 29.988313168593315, 31.537187703074252 29.990218951379948, 31.53995853993901 29.984077964763607, 31.54280870445855 29.96789765644453, 31.501574299841863 29.968123742187014, 31.50161504744282 29.973700951998055, 31.50047411461615 29.974159822410133, 31.50047411461615 29.977477745393355)))"
49,Condominium Complexs,2965.0,9.683579441647112,306.1884314438663,"MULTIPOLYGON (((31.501727103345434 29.96783251851767, 31.54267844230259 29.96783251851767, 31.54807749942879 29.965149690629342, 31.53361210109068 29.944425935477852, 31.513727271825925 29.94393161941393, 31.498324678665924 29.953499729571842, 31.502603176765923 29.961584241484484, 31.501727103345434 29.96783251851767)))"
50,Industrial Area,2724.0,4.015155573114055,678.429503016077,"MULTIPOLYGON (((31.476463590754957 29.967903118273476, 31.480008632037823 29.971556587169985, 31.48002900583829 29.97448632506659, 31.481353302869255 29.97609234953873, 31.499567480494967 29.976057052576643, 31.50003607790592 29.97455692009445, 31.50131962733591 29.973533287280343, 31.50150299154021 29.96760306896492, 31.502317943559255 29.961495986170586, 31.498059819259726 29.95341146708024, 31.476463590754957 29.967903118273476)))"
